legacy_code,occurred_on,amount,currency,direction,category,label,merchant,project,account,account_raw,card,bill_cycle,installments,cleared,cleared_on,created_at,updated_at
16341,2020-01-18,-7.61,BRL,expense,TRANSPORTE,UBER,Erika dormir em casa,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16342,2020-01-19,-28.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,KFC,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16343,2020-01-19,-14.0,BRL,expense,ALIMENTAÇÃO,LANCHE,churros,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16344,2020-01-19,-10.0,BRL,expense,ALIMENTAÇÃO,MERCADO,,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16345,2020-01-19,-9.0,BRL,expense,LAR,AMACIANTE,vanish,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16346,2020-01-19,-4.4,BRL,expense,TRANSPORTE,CPTM,Penha > Mackenzie,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16347,2020-01-19,-7.2,BRL,expense,TRANSPORTE,UBER,Marcelo > Penha,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16348,2020-01-20,-35.0,BRL,expense,CUIDADOS,CORTE DE CABELO,,PROJE 2020,CORRENTE,CORRENTE,,,,1,2020-01-20,2023-03-19 19:44:57,
16349,2020-01-20,-27.9,BRL,expense,ALIMENTAÇÃO,ALMOÇO,ibotirama,,CORRENTE,CORRENTE,,,,1,2020-01-20,2023-03-19 19:44:57,
16350,2020-01-20,-4.4,BRL,expense,TRANSPORTE,CPTM,voltar almoço com Celo,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16351,2020-01-21,-7.98,BRL,expense,COMPRAS,ENFEITES,adesivos geladeira,,CORRENTE,CORRENTE,,,,1,2020-01-21,2023-03-19 19:44:57,
16352,2020-01-21,-13.95,BRL,expense,TRANSPORTE,UBER,ir no medico Higienopolis,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16353,2020-01-21,-71.8,BRL,expense,ALIMENTAÇÃO,JANTAR,pizza com Celo,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16354,2020-01-22,-8.9,BRL,expense,TRANSPORTE,UBER,ir trabalho com malas,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16355,2020-01-23,-65.51,BRL,expense,LAR,VENTILADOR,,,CORRENTE,CORRENTE,NUBANK,xjan20,5/3,1,2019-12-26,2023-03-19 19:44:57,
16356,2020-01-25,-25.13,BRL,expense,ALIMENTAÇÃO,ALMOÇO,Ibotirama com Marcelo,,,,,,,1,,2023-03-19 19:44:57,
16357,2020-01-25,-13.89,BRL,expense,ALIMENTAÇÃO,LANCHE,Padaria Benjamin,,,,,,,1,,2023-03-19 19:44:57,
16358,2020-01-25,-5.98,BRL,expense,LAZER,BEBIDAS,cervejas,,,,,,,1,,2023-03-19 19:44:57,
16359,2020-01-25,-40.0,BRL,expense,LAZER,ENTRADA BALADA,Aniversario Fernanda,,,,,,,1,,2023-03-19 19:44:57,
16360,2020-01-25,-7.76,BRL,expense,TRANSPORTE,UBER,voltar casa depois evento,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16361,2020-01-25,-4.4,BRL,expense,TRANSPORTE,CPTM,Paulista > Penha,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16362,2020-01-26,-10.0,BRL,expense,ALIMENTAÇÃO,JANTAR,X egg,,,,,,,1,,2023-03-19 19:44:57,
16363,2020-01-28,-10.38,BRL,expense,ALIMENTAÇÃO,JANTAR,comemoração 3 meses,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16364,2020-01-28,-8.98,BRL,expense,TRANSPORTE,CPTM,Marcelo > Penha,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16365,2020-01-28,-4.4,BRL,expense,TRANSPORTE,CPTM,Penha > Brigadeiro,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-01-30,2023-03-19 19:44:57,
16366,2020-01-29,89.0,BRL,income,CUIDADOS,LENTES DE CONTATO,estorno lente esquerda,,CORRENTE,CORRENTE,,,10/5,1,2019-11-11,2023-03-19 19:44:57,
16367,2020-01-29,386.0,BRL,income,CUIDADOS,LENTES DE CONTATO,cheque 81,ajuda unidas,CORRENTE,CORRENTE,,,10/5,1,2019-12-24,2023-03-19 19:44:57,
16368,2020-01-29,-366.0,BRL,expense,CUIDADOS,LENTES DE CONTATO,cheque 81,,CORRENTE,CORRENTE,,,10/5,1,2020-01-28,2023-03-19 19:44:57,
16369,2020-01-29,-12.0,BRL,expense,LAZER,CINEMA,1917,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16370,2020-01-29,-12.0,BRL,expense,ALIMENTAÇÃO,JANTAR,pipoca cinema,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16371,2020-01-30,-9.0,BRL,expense,CUIDADOS,OCULOS,armação,PROJE 2020,CORRENTE,CORRENTE,,,10/1,1,2019-01-14,2023-03-19 19:44:57,
16372,2020-01-30,-96.83,BRL,expense,LAR,MICROONDAS,6k eletrodomesticos,PROJE 2020,CORRENTE,CORRENTE,NUBANK,xjan20,6/3,1,2019-12-26,2023-03-19 19:44:57,
16373,2020-01-30,-217.17,BRL,expense,LAR,GELADEIRA,6k eletrodomesticos,PROJE 2020,CORRENTE,CORRENTE,,,10/3,1,2020-01-07,2023-03-19 19:44:57,
16374,2020-01-30,-42.53,BRL,expense,LAR,PANELA DE ARROZ,6k eletrodomesticos,PROJE 2020,CORRENTE,CORRENTE,,,8/1,1,2020-01-07,2023-03-19 19:44:57,
16375,2020-01-30,1170.0,BRL,income,MORADIA,ALUGUEL,APTO CURITIBA,ALUGUEL CURITIBA,CORRENTE,CORRENTE,,,,1,2020-01-15,2023-03-19 19:44:57,
16376,2020-01-30,-59.99,BRL,expense,COMUNICAÇÕES,CLARO,,PROJE 2020,CORRENTE,CORRENTE,,,,1,2020-01-15,2023-03-19 19:44:57,
16377,2020-01-30,-30.0,BRL,expense,CUIDADOS,OCULOS,lente,PROJE 2020,CORRENTE,CORRENTE,,,10/1,1,2020-01-16,2023-03-19 19:44:57,
16378,2020-01-30,3827.52,BRL,income,RENDIMENTOS,SALÁRIO,UNIDAS,SALÁRIO,CORRENTE,CORRENTE,,,,1,2020-01-30,2023-03-19 19:44:57,
16379,2020-01-30,-24.36,BRL,expense,LAR,CAIXA DE FERRAMENTAS,6k eletrodomesticos,PROJE 2020,CORRENTE,CORRENTE,NUBANK,xfev20,4/1,1,2020-01-30,2023-03-19 19:44:57,
16380,2020-01-30,-617.76,BRL,expense,RENDIMENTOS,INSS,UNIDAS,SALÁRIO,CORRENTE,CORRENTE,,,,1,2020-01-30,2023-03-19 19:44:57,
16381,2020-01-30,-505.15,BRL,expense,RENDIMENTOS,IRRF,UNIDAS,SALÁRIO,CORRENTE,CORRENTE,,,,1,2020-01-30,2023-03-19 19:44:57,
16382,2020-01-30,-115.5,BRL,expense,RENDIMENTOS,VALE ALIMENTAÇÃO,UNIDAS,SALÁRIO,CORRENTE,CORRENTE,,,,1,2020-01-30,2023-03-19 19:44:57,
16383,2020-01-30,-9.0,BRL,expense,LAZER,VINHO,sesc,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16384,2020-01-30,-3.0,BRL,expense,ALIMENTAÇÃO,LANCHE,sorvete,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16385,2020-01-31,-4.4,BRL,expense,TRANSPORTE,CPTM,ir Penha,,,,,,,1,,2023-03-19 19:44:57,
16386,2020-01-31,-10.21,BRL,expense,TRANSPORTE,UBER,tomar Benzetacil,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16387,2020-01-31,-4.4,BRL,expense,TRANSPORTE,CPTM,ir trabalho depois Benzet,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16388,2020-02-01,-54.78,BRL,expense,LAZER,BEBIDAS,tangerey,,CORRENTE,CORRENTE,NUBANK,xjan20,,1,2019-01-14,2023-03-19 19:44:57,
16389,2020-02-01,-17.99,BRL,expense,CUIDADOS,SHAMPO,shampo/pos barba e cotone,,CORRENTE,CORRENTE,NUBANK,xjan20,,1,2019-01-14,2023-03-19 19:44:57,
16390,2020-02-01,-17.03,BRL,expense,CUIDADOS,SORO,flaconetes,,,,NUBANK,xset19,6/6,1,2019-09-13,2023-03-19 19:44:57,
16391,2020-02-01,-63.82,BRL,expense,LAZER,PASSAGEM AEREA,Florianopolis,,CORRENTE,CORRENTE,NUBANK,xjan20,,1,2019-12-26,2023-03-19 19:44:57,
16392,2020-02-01,-39.99,BRL,expense,VESTUARIO,TENIS,2 Adidas,,CORRENTE,CORRENTE,,,10/1,1,2020-01-10,2023-03-19 19:44:57,
16393,2020-02-01,-55.6,BRL,expense,OBRIGAÇÕES,DOCUMENTOS,correios mae,,CORRENTE,CORRENTE,,,,1,2020-01-10,2023-03-19 19:44:57,
16394,2020-02-01,-33.7,BRL,expense,OBRIGAÇÕES,DOCUMENTOS,cartorio mae,,CORRENTE,CORRENTE,,,,1,2020-01-10,2023-03-19 19:44:57,
16395,2020-02-01,-75.95,BRL,expense,VESTUARIO,ROUPAS,Passagem Floripa Marcelo,Presente Natal Celo,CORRENTE,CORRENTE,NUBANK,xfev20,4/2,1,2020-01-30,2023-03-19 19:44:57,
16396,2020-02-01,-75.95,BRL,expense,LAZER,PASSAGEM AEREA,PRIMEIRA TENTATIVA COMPRA,Presente Natal,CORRENTE,CORRENTE,NUBANK,xfev20,4/2,1,2020-01-30,2023-03-19 19:44:57,
16397,2020-02-01,11.86,BRL,income,RENDIMENTOS,POUPANÇA,,,,,,,,1,,2023-03-19 19:44:57,
16398,2020-02-01,169.35,BRL,income,LAZER,HOTEL,Airbnb Floripa Marcelo,Floripa 2020,,,NUBANK,xmar20,,1,2020-02-04,2023-03-19 19:44:57,
16399,2020-02-01,-155.08,BRL,expense,LAR,TV,,,CORRENTE,CORRENTE,,,10/9,1,2020-02-10,2023-03-19 19:44:57,
16400,2020-02-01,-880.0,BRL,expense,MORADIA,ALUGUEL,PAIM,ALUGUEL SP,CORRENTE,CORRENTE,,,,1,2020-02-10,2023-03-19 19:44:57,
16401,2020-02-01,-313.45,BRL,expense,MORADIA,CONDOMINIO,PAIM,ALUGUEL SP,CORRENTE,CORRENTE,,,,1,2020-02-10,2023-03-19 19:44:57,
16402,2020-02-01,-24.56,BRL,expense,MORADIA,IPTU,PAIM,ALUGUEL SP,CORRENTE,CORRENTE,,,10/1,1,2020-02-10,2023-03-19 19:44:57,
16403,2020-02-01,55.6,BRL,income,OBRIGAÇÕES,DOCUMENTOS,correios mae,,CORRENTE,CORRENTE,,,,1,2020-02-10,2023-03-19 19:44:57,
16404,2020-02-01,33.7,BRL,income,OBRIGAÇÕES,DOCUMENTOS,cartorio mae,,CORRENTE,CORRENTE,,,,1,2020-02-10,2023-03-19 19:44:57,
16405,2020-02-01,-45.51,BRL,expense,MORADIA,IPTU,,IPTU CURITIBA,CORRENTE,CORRENTE,,,10/1,1,2020-02-10,2023-03-19 19:44:57,
16406,2020-02-01,-169.35,BRL,expense,LAZER,HOTEL,Airbnb Floripa,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16407,2020-02-01,-169.35,BRL,expense,LAZER,HOTEL,Airbnb Floripa Marcelo,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16408,2020-02-01,-9.21,BRL,expense,TRANSPORTE,UBER,ir penha com Mala Floripa,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16409,2020-02-01,-3.0,BRL,expense,TRANSPORTE,UBER,ir penha com Mala Floripa,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16410,2020-02-01,-9.9,BRL,expense,ALIMENTAÇÃO,LANCHE,lanche aeroporto,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16411,2020-02-01,-25.12,BRL,expense,TRANSPORTE,UBER,aeroporto > lagoa conceic,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16412,2020-02-01,-30.25,BRL,expense,ALIMENTAÇÃO,LANCHE,café da manha,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16413,2020-02-01,-5.6,BRL,expense,TRANSPORTE,UBER,praia mole,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16414,2020-02-01,-80.1,BRL,expense,ALIMENTAÇÃO,ALMOÇO,timoneiro,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16415,2020-02-01,-6.0,BRL,expense,ALIMENTAÇÃO,LANCHE,café em Jurere,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16416,2020-02-01,-37.21,BRL,expense,TRANSPORTE,UBER,voltar de Sambaqui,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16417,2020-02-01,47.4,BRL,income,MORADIA,IPTU,Aluguel AP,ALUGUEL CURITIBA,CORRENTE,CORRENTE,,,10/1,1,2020-02-14,2023-03-19 19:44:57,
16418,2020-02-01,75.95,BRL,income,LAZER,PASSAGEM AEREA,PRIMEIRA TENTATIVA COMPRA,Presente Natal,CORRENTE,CORRENTE,NUBANK,xmar20,4/2,1,2020-03-13,2023-03-19 19:44:57,
16419,2020-02-02,-6.0,BRL,expense,ALIMENTAÇÃO,AGUA MINERAL,ponte hercilio luz,Floripa 2020,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16420,2020-02-02,1.6,BRL,income,RENDIMENTOS,POUPANÇA,,,,,,,,1,,2023-03-19 19:44:57,
16421,2020-02-02,-10.0,BRL,expense,LAZER,BEBIDAS,cerveja morro da cruz,,,,,,,1,,2023-03-19 19:44:57,
16422,2020-02-02,-5.0,BRL,expense,TRANSPORTE,ESTACIONAMENTO,morro da cruz,,,,,,,1,,2023-03-19 19:44:57,
16423,2020-02-02,-18.9,BRL,expense,ALIMENTAÇÃO,ALMOÇO,bobs mercadao,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16424,2020-02-02,-24.75,BRL,expense,ALIMENTAÇÃO,LANCHE,café em Sambaqui,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16425,2020-02-02,-2.0,BRL,expense,TRANSPORTE,UBER,Kelly até lago conceicao,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16426,2020-02-02,-14.41,BRL,expense,TRANSPORTE,UBER,Kelly até lago conceicao,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16427,2020-02-02,-46.2,BRL,expense,LAZER,BEBIDAS,drinks na lagoa,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16428,2020-02-03,-9.0,BRL,expense,LAZER,BEBIDAS,cerveja lagoa,Floripa 2020,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16429,2020-02-03,-37.0,BRL,expense,TRANSPORTE,UBER,voltar de guarulhos,Floripa 2020,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16430,2020-02-03,-6.0,BRL,expense,ALIMENTAÇÃO,LANCHE,café aeroporto,Floripa 2020,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16431,2020-02-04,-8.8,BRL,expense,TRANSPORTE,CPTM,IR FAZER EXAME PROCTO,,,,,,,1,,2023-03-19 19:44:57,
16432,2020-02-04,-4.4,BRL,expense,TRANSPORTE,CPTM,penha > brigadeiro,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16433,2020-02-04,-8.7,BRL,expense,TRANSPORTE,UBER,Celo > Penha,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16434,2020-02-05,3.79,BRL,income,RENDIMENTOS,POUPANÇA,,,,,,,,1,,2023-03-19 19:44:57,
16435,2020-02-06,-10.0,BRL,expense,ALIMENTAÇÃO,JANTAR,taboa frios no sesc,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16436,2020-02-06,-9.0,BRL,expense,LAZER,BEBIDAS,vinho no sesc,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16437,2020-02-06,3.07,BRL,income,RENDIMENTOS,POUPANÇA,,,,,,,,1,,2023-03-19 19:44:57,
16438,2020-02-07,-4.4,BRL,expense,TRANSPORTE,CPTM,ir penha,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16439,2020-02-07,-4.4,BRL,expense,TRANSPORTE,CPTM,ir buscar pai mae aeropor,,CORRENTE,CORRENTE,NUBANK,xfev20,,1,2020-02-13,2023-03-19 19:44:57,
16440,2020-02-08,-16.9,BRL,expense,ALIMENTAÇÃO,MERCADO,café da manha pai mae,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16441,2020-02-08,-10.0,BRL,expense,COMPRAS,PRESENTE,helicoptero arhur,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16442,2020-02-08,-4.5,BRL,expense,ALIMENTAÇÃO,SORVETE,25 de março,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16443,2020-02-08,-19.4,BRL,expense,ALIMENTAÇÃO,ALMOÇO,25 de março,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16444,2020-02-08,-48.79,BRL,expense,ALIMENTAÇÃO,ALMOÇO,25 de março pai mae,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16445,2020-02-08,-26.0,BRL,expense,LAZER,BEBIDAS,cervejas mercado municipa,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16446,2020-02-08,-20.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,japa,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16447,2020-02-08,-50.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,japa pai mae,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16448,2020-02-08,-4.4,BRL,expense,TRANSPORTE,CPTM,ir centro,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16449,2020-02-08,-4.4,BRL,expense,TRANSPORTE,CPTM,ir penha,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16450,2020-02-08,48.79,BRL,income,ALIMENTAÇÃO,ALMOÇO,25 de março pai mae,,CORRENTE,CORRENTE,,,,1,2020-03-05,2023-03-19 19:44:57,
16451,2020-02-08,50.0,BRL,income,ALIMENTAÇÃO,ALMOÇO,japa pai mae,,CORRENTE,CORRENTE,,,,1,2020-03-05,2023-03-19 19:44:57,
16452,2020-02-09,-4.4,BRL,expense,TRANSPORTE,CPTM,ir penha,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16453,2020-02-09,-16.96,BRL,expense,ALIMENTAÇÃO,ALMOÇO,burger king,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16454,2020-02-09,-33.92,BRL,expense,ALIMENTAÇÃO,ALMOÇO,burger king pai mae,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16455,2020-02-09,-68.5,BRL,expense,ALIMENTAÇÃO,JANTAR,jantar celo,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16456,2020-02-09,-10.0,BRL,expense,LAZER,BEBIDAS,cerveja paulista,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16457,2020-02-09,33.92,BRL,income,ALIMENTAÇÃO,ALMOÇO,burger king pai mae,,CORRENTE,CORRENTE,,,,1,2020-03-05,2023-03-19 19:44:57,
16458,2020-02-09,68.5,BRL,income,ALIMENTAÇÃO,JANTAR,jantar celo,,CORRENTE,CORRENTE,,,,1,2020-03-05,2023-03-19 19:44:57,
16459,2020-02-10,-325.89,BRL,expense,LAR,MAQUINA DE LAVAR,,,CORRENTE,CORRENTE,,,10/6,1,2020-02-10,2023-03-19 19:44:57,
16460,2020-02-10,-4.4,BRL,expense,TRANSPORTE,CPTM,ir trabalho,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16461,2020-02-10,-16.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,15zao,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16462,2020-02-10,-59.68,BRL,expense,MORADIA,LUZ,PAIM,,CORRENTE,CORRENTE,,,,1,2020-02-10,2023-03-19 19:44:57,
16463,2020-02-11,-15.92,BRL,expense,ALIMENTAÇÃO,ALMOÇO,Alan RAC,,CORRENTE,CORRENTE,,,,1,2020-02-11,2023-03-19 19:44:57,
16464,2020-02-11,-17.0,BRL,expense,ALIMENTAÇÃO,CAFÉ,Alan RAC,,CORRENTE,CORRENTE,,,,1,2020-02-11,2023-03-19 19:44:57,
16465,2020-02-12,-100.0,BRL,expense,CUIDADOS,CORTE DE CABELO,bearzil,PROJE 2020,CORRENTE,CORRENTE,,,,1,2020-02-12,2023-03-19 19:44:57,
16466,2020-02-12,-20.0,BRL,expense,VESTUARIO,CAMISETA,diferença camiseta hering,,CORRENTE,CORRENTE,,,,1,2020-02-12,2023-03-19 19:44:57,
16467,2020-02-14,-18.8,BRL,expense,ALIMENTAÇÃO,ALMOÇO,cacau show celo - ajustar,,CORRENTE,CORRENTE,,,,1,2020-01-20,2023-03-19 19:44:57,
16468,2020-02-14,-10.0,BRL,expense,ALIMENTAÇÃO,JANTAR,Hot Dog Silvio Romero,,,,,,,1,,2023-03-19 19:44:57,
16469,2020-02-14,-16.0,BRL,expense,ALIMENTAÇÃO,JANTAR,Churros Silvio Romero,,,,,,,1,,2023-03-19 19:44:57,
16470,2020-02-14,-4.4,BRL,expense,TRANSPORTE,CPTM,ir praça Silvio Romero,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16471,2020-02-14,-4.4,BRL,expense,TRANSPORTE,CPTM,ir Penha,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16472,2020-02-15,-759.24,BRL,expense,MORADIA,STUDIO SP,11 de 750,PROJE 2020,CORRENTE,CORRENTE,,,11/2,1,2020-02-14,2023-03-19 19:44:57,
16473,2020-02-15,2246.4,BRL,income,RENDIMENTOS,SALÁRIO,UNIDAS,SALÁRIO,CORRENTE,CORRENTE,,,,1,2020-02-14,2023-03-19 19:44:57,
16474,2020-02-15,-12.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,Pastel feira,,,,,,,1,,2023-03-19 19:44:57,
16475,2020-02-16,-683.61,BRL,expense,MORADIA,STUDIO SP,EVOLUÇÃO DE OBRA,PROJE 2020,CORRENTE,CORRENTE,,,,1,2020-02-10,2023-03-19 19:44:57,
16476,2020-02-16,-34.48,BRL,expense,CUIDADOS,CREME RUGAS,,,CORRENTE,CORRENTE,NUBANK,xmar20,6/2,1,2020-03-13,2023-03-19 19:44:57,
16477,2020-02-17,-20.9,BRL,expense,ALIMENTAÇÃO,ALMOÇO,cacau show celo - ajustar,,CORRENTE,CORRENTE,,,,1,2020-01-20,2023-03-19 19:44:57,
16478,2020-02-17,-4.4,BRL,expense,TRANSPORTE,CPTM,ir Brigadeiro,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16479,2020-02-17,-7.2,BRL,expense,TRANSPORTE,CPTM,ir Penha,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16480,2020-02-17,-25.66,BRL,expense,CUIDADOS,COLIRIO,optive 15ml,,CORRENTE,CORRENTE,NUBANK,xmar20,2/1,1,2020-03-13,2023-03-19 19:44:57,
16481,2020-02-17,-30.65,BRL,expense,CUIDADOS,RENU LENTE RIGIDA,Boston Simplus,,CORRENTE,CORRENTE,NUBANK,xmar20,2/1,1,2020-03-13,2023-03-19 19:44:57,
16482,2020-02-17,-16.9,BRL,expense,LAZER,JOGO,iMusic,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16483,2020-02-18,-71.0,BRL,expense,VESTUARIO,ROUPAS,casamento Carolina,,CORRENTE,CORRENTE,RENNER,,5/5,1,2020-02-14,2023-03-19 19:44:57,
16484,2020-02-18,-4.4,BRL,expense,TRANSPORTE,CPTM,ir p casa chuva,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16485,2020-02-19,-16.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,15zao,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16486,2020-02-21,-9.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,Burger King,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16487,2020-02-21,-12.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,Pastel feira,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16488,2020-02-23,-65.51,BRL,expense,LAR,VENTILADOR,,,CORRENTE,CORRENTE,NUBANK,xfev20,5/4,1,2020-01-30,2023-03-19 19:44:57,
16489,2020-02-24,-23.0,BRL,expense,ALIMENTAÇÃO,JANTAR,X Egg,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16490,2020-02-25,-24.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,Tatuapé,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
16491,2020-02-25,-7.21,BRL,expense,TRANSPORTE,UBER,ir Piqueri,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16492,2020-02-25,-4.4,BRL,expense,TRANSPORTE,CPTM,ir Piqueri,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16493,2020-02-25,-4.4,BRL,expense,TRANSPORTE,CPTM,voltar Piqueri,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16494,2020-02-25,-7.0,BRL,expense,TRANSPORTE,UBER,voltar Piqueri,,CORRENTE,CORRENTE,NUBANK,xmar20,,1,2020-03-13,2023-03-19 19:44:57,
16495,2020-02-26,-15.0,BRL,expense,ALIMENTAÇÃO,JANTAR,Pizza,,CORRENTE,CORRENTE,,,,1,,2023-03-19 19:44:57,
